timestamp_ms,aX,aY,aZ,gX,gY,gZ,label
1250686,0.01,0.484,1.243,0.659,-0.264,-0.311,zone2
1250879,-2.579,2.636,10.573,-0.837,0.298,0.535,zone2
1251076,-6.864,-4.204,8.396,2.062,0.265,-0.821,zone2
1251276,-1.638,1.662,4.855,0.896,-0.137,-0.559,zone2
1251471,-2.191,8.138,14.576,1.371,-1.355,-0.702,zone2
1251679,-3.816,4.061,1.132,-0.405,0.944,1.059,zone2
1251874,-8.253,2.823,17.784,-0.301,-0.248,-0.213,zone2
1252066,0.491,-3.62,-1.3,0.529,-0.511,-0.04,zone2
1252262,-6.867,14.65,18.143,-0.546,0.978,0.964,zone2
1252461,1.243,-1.207,-0.615,0.504,0.675,1.35,zone2
1252661,-8.097,5.832,13.374,0.675,-0.482,-1.429,zone2
1252862,0.673,0.826,-0.893,0.468,-0.118,0.01,zone2
1253061,-3.431,4.329,7.812,-1.503,0.497,1.622,zone2
1253263,-11.933,1.973,17.03,4.608,0.251,-2.594,zone2
1253461,0.206,0.972,5.444,0.191,-0.592,-1.209,zone2
1253650,-6.182,11.049,16.235,0.632,-1.252,-0.041,zone2
1253840,-0.34,1.571,1.937,-2.694,0.358,1.313,zone2
1254036,-17.432,15.407,19.077,2.564,0.522,-1.131,zone2
1254231,1.348,-1.729,0.883,-0.726,-0.355,-0.593,zone2
1254421,-6.287,13.381,18.316,-0.861,-0.023,1.057,zone2
1254620,2.71,-1.911,-0.68,-0.331,0.511,1.401,zone2
1254814,-11.827,11.238,20.13,-0.612,-0.537,-1.329,zone2
1255011,2.093,-0.06,0.462,-0.195,-0.537,-0.357,zone2
1255206,-6.208,11.66,18.95,-0.58,0.315,1.509,zone2
1255401,0.285,-1.492,-0.812,0.531,0.49,0.627,zone2
1255602,-3.565,4.875,13.151,-0.584,-0.606,-1.293,zone2
1255798,1.717,-0.105,-0.067,0.06,-0.127,-0.191,zone2
1255996,-2.938,3.287,7.01,-1.669,1.021,1.318,zone2
1256196,-9.436,-1.073,13.233,5.87,0.487,-1.91,zone2
1256391,-0.445,1.793,4.958,-0.052,-0.471,-0.854,zone2
1256576,-7.92,12.917,18.723,2.633,-0.696,-0.817,zone2
1256773,-0.187,1.214,1.973,-3.198,0.161,1.443,zone2
1256968,-13.618,13.352,12.1,-0.677,-0.625,-0.69,zone2
1257161,1.238,-1.448,1.738,-0.739,-0.187,-1.074,zone2
1257351,-7.087,17.818,14.059,1.46,-1.853,1.045,zone2
1257552,1.901,0.371,0.524,-2.873,0.272,1.237,zone2
1257751,-15.167,8.947,20.413,2.856,0.28,-0.881,zone2
1257941,1.69,-1.578,0.373,-0.122,-0.612,-0.624,zone2
1258136,-4.247,13.999,21.244,0.358,0.478,0.883,zone2
1258336,0.093,-1.856,-1.176,0.26,1.14,1.354,zone2
1258531,-10.673,9.574,17.942,-0.772,-0.651,-1.008,zone2
1258738,2.071,-0.371,0.23,-0.176,-0.336,-0.204,zone2
1258931,-4.841,9.529,17.119,-1.409,0.417,1.618,zone2
1259126,-1.686,1.104,-0.946,0.863,0.404,-0.42,zone2
1259312,-2.667,3.548,9.972,0.164,-0.738,-1.008,zone2
1259514,-0.615,1.422,2.373,0.016,-0.213,-0.003,zone2
1259707,-2.816,3.742,6.601,-2.712,0.761,1.741,zone2
1259900,-7.908,-2.569,11.435,3.697,-0.819,-2.583,zone2
1260101,-0.417,2.315,6.237,0.081,-0.725,-0.812,zone2
1260302,-4.731,16.477,12.33,2.717,-1.786,-0.452,zone2
1260497,-0.237,2.38,3.065,-3.215,0.304,1.369,zone2
1260696,-13.01,10.142,9.438,1.621,0.26,-0.559,zone2
1260896,1.343,-0.824,1.013,0.032,-0.65,-0.603,zone2
1261087,-3.11,14.265,17.708,-1.804,0.203,0.683,zone2
1261481,-12.1,11.301,19.333,-1.292,-0.559,-0.673,zone2
1261712,2.363,-0.409,-0.881,0.075,-0.104,0.174,zone2
1261918,-3.57,6.062,10.637,-1.754,0.527,1.234,zone2
1262113,-1.923,-0.481,0.424,0.681,0.825,-0.476,zone2
1262310,-0.733,0.443,6.845,0.013,-0.425,-1.09,zone2
1262505,-5.215,11.71,16.168,2.869,-1.751,-0.732,zone2
1262710,-0.249,1.458,0.958,-2.181,-0.039,0.873,zone2
1262901,-14.995,6.819,11.823,2.871,0.111,-0.77,zone2
1263100,1.188,-1.793,0.39,-0.264,-0.256,-1.11,zone2
1263291,-8.564,4.29,15.165,0.412,0.817,1.349,zone2
1263491,1.884,-1.599,-0.958,-0.592,0,0.667,zone2
1263685,-9.524,5.77,15.249,0.968,-0.51,-1.777,zone2
1263908,1.863,-0.436,-0.541,0.509,0.096,-0.176,zone2
1264103,-3.699,4.456,10.544,-1.275,0.23,2.138,zone2
1264296,-2.339,-0.069,1.75,1.492,0.604,-0.035,zone2
1264494,-0.86,1.851,6.704,1.349,-0.813,-1.3,zone2
1264699,-4.702,11.344,15.397,1.471,-0.227,-0.377,zone2
1264893,-1.386,4.01,6.172,-3.309,0.37,1.678,zone2
1265093,-9.713,1.178,5.234,-0.972,-0.685,0.066,zone2
1265291,-1.015,0.431,3.879,0.424,-0.352,-1.351,zone2
1265488,-7.434,10.281,17.921,-0.135,0.381,0.47,zone2
1265685,-0.836,1.259,-0.776,-2.504,0.074,1.548,zone2
1265876,-10.42,4.149,17.82,0.584,0.231,-1.001,zone2
1266079,1.245,-2.014,-0.259,0.118,-0.032,-0.528,zone2
1266280,-5.935,7.666,19.316,-0.358,0.397,1.96,zone2
1266474,-0.515,1.707,1.154,0.063,0.343,0.26,zone2
1266666,-8.124,8.14,14.475,0.507,-1.113,-0.449,zone2
1266866,1.188,1.18,1.288,-0.759,-0.421,-0.594,zone2
1267062,-2.799,6.469,13.894,0.323,0.52,1.694,zone2
1267256,-1.149,2.037,0.199,1.045,0.436,0.062,zone2
1267455,-4.058,7.743,9.51,0.46,-1.322,-1.836,zone2
1267662,-0.074,0.005,0.948,0.761,0.203,-0.322,zone2
1267856,-3.613,3.239,10.041,-2.826,0.257,1.448,zone2
1268053,-9.237,2.863,15.711,2.267,0.395,-1.925,zone2
1268247,-1.528,0.148,8.004,-0.287,-0.612,-1.204,zone2
1268436,-4.389,10.86,22.249,0.517,-1.402,0.373,zone2
1268641,-1.01,1.439,2.792,-3.088,-0.209,1.415,zone2
1268836,-9.311,7.489,22.819,3.167,0.217,-0.637,zone2
1269037,1.3,-1.437,-0.639,-0.415,-0.909,-0.733,zone2
1269238,-4.614,10.288,20.868,0.349,0.621,1.505,zone2
1269438,-1.207,-0.874,0.438,0.105,0.776,0.985,zone2
1269635,-7.348,2.746,18.301,0.188,-0.079,-1.259,zone2
1269836,1.891,-2.464,0.247,0.554,0.07,-0.149,zone2
1270034,-4.293,2.081,13.032,-1.125,0.333,0.622,zone2
1270230,-2.717,-4.824,2.543,2.635,0.51,-0.243,zone2
1270433,-2.061,1.458,6.637,-0.456,-0.669,-1.228,zone2
1270626,-6.419,-0.649,13.621,2.722,0.125,-0.365,zone2
1270822,-1.52,2.078,3.393,-2.342,0.256,1.593,zone2
1271021,-9.165,11.152,18.888,-2.761,-1.309,-0.655,zone2
1271226,0.062,-1.736,1.053,-1.174,-0.741,0.262,zone2
1271420,-5.892,15.031,20.664,-2.513,-0.175,1.031,zone2
1271626,-0.357,-0.373,-0.536,-0.528,0.658,0.82,zone2
1271861,-7.003,7.494,15.268,-0.353,-0.333,-1.111,zone2
1272056,1.219,-1.793,0.041,-0.324,-0.186,-0.148,zone2
1272252,-3.268,5.236,12.438,-4.63,-0.071,1.562,zone2
1272450,-3.333,1.185,-0.496,-1.013,0.571,0.105,zone2
1272652,-0.464,1.633,8.013,0.967,-0.581,-1.216,zone2
1272850,-4.717,1.384,13.381,2.263,-0.153,-0.442,zone2
1273053,-0.457,0.881,2.746,-2.272,0.412,1.842,zone2
1273258,-10.903,8.018,11.729,-0.438,-0.652,-0.691,zone2
1273462,0.12,-0.606,2.914,-1.025,-0.237,-0.705,zone2
1273656,-6.859,10.044,18.586,-0.831,-0.257,-0.138,zone2
1273850,-0.029,1.008,0.725,-1.382,0.445,0.778,zone2
1274053,-6.603,2.945,11.873,0.971,0.162,-1.446,zone2
1274252,1.652,-3.62,-1.64,-1.953,-0.873,-1.833,zone2
1274461,-3.752,8.121,20.116,-0.111,-0.684,1.743,zone2
1274650,-0.869,-1.836,-0.17,0.655,0.547,1.307,zone2
1274853,-2.646,4.544,12.155,-0.799,-0.941,-1.493,zone2
1275051,1.733,-0.132,-1.439,1.036,0.455,0.398,zone2
1275250,-3.053,4.712,10.527,-3.381,0.519,1.807,zone2
1275453,-3.768,0.972,-0.151,0.844,0.781,-0.216,zone2
1275651,1.14,0.472,5.286,-1.17,-0.866,-0.816,zone2
1275850,-4.843,0.778,12.586,4.099,-0.209,-1.34,zone2
1276052,-1.18,1.223,3.05,-1.802,0.638,1.89,zone2
1276254,-8.724,3.254,14.456,-3.355,-1.583,0.813,zone2
1276739,-1.482,1.958,12.225,-0.234,0.05,1.482,zone2
1276977,-17.49,-1.367,19.211,8.081,-0.228,-2.383,zone2
1277175,-0.091,-0.029,6.304,0.16,-0.557,-1.041,zone2
1277378,-1.884,7.379,17.892,-2.341,-1.248,-1.01,zone2
1277570,-0.218,1.568,3.517,-0.974,0.369,1.441,zone2
1277772,-13.305,5.622,15.605,-1.653,-0.247,-0.731,zone2
1277965,0.17,0.546,1.618,0.667,-0.313,-0.952,zone2
1278165,-10.695,12.699,23.777,-0.359,0.052,0.727,zone2
1278361,-0.972,0.397,-0.153,-1.673,-0.042,1.449,zone2
1278555,-7.058,3,15.905,0.234,-0.047,-0.616,zone2
1278864,-1.609,-0.158,5.818,0.637,0.308,-0.278,zone2
1279070,-0.302,2.579,7.896,-0.194,0.585,1.589,zone2
1279260,-8.614,-2.586,10.305,2.348,0.907,-0.467,zone2
1279461,0.582,0.304,5.267,-0.589,-0.715,-0.875,zone2
1279660,-4.477,14.945,27.026,2.438,-2.083,0.233,zone2
1279861,0.498,1.027,2.521,-2.693,0.048,1.128,zone2
1280060,-12.919,7.372,23.233,4.586,0.681,-0.952,zone2
1280260,1.413,-2.119,0.752,-0.379,-0.35,-0.516,zone2
1280451,-4.614,7.635,19.055,-0.171,0.679,1.375,zone2
1280655,0.709,-0.814,-0.912,0.072,0.456,0.911,zone2
1280850,-9.148,6.721,18.177,0.564,-0.275,-1.678,zone2
1281048,1.262,0.141,1.463,-1.331,-0.712,-0.034,zone2
1281240,-3.567,7.453,19.242,-0.43,0.524,1.497,zone2
1281444,-0.587,-0.608,0.206,1.161,0.596,0.475,zone2
1281628,-6.091,3.733,15.572,-0.377,-0.456,-1.748,zone2
1281825,1.24,-0.503,-2.729,-0.504,-0.529,0.038,zone2
1282021,-2.15,4.693,11.722,-1.03,0.104,0.906,zone2
1282220,-3.979,-1.386,7.633,1.477,0.092,-1.117,zone2
1282421,-2.296,2.684,7.807,0.588,-0.425,-0.819,zone2
1282621,-6.256,7.523,11.176,1.124,-0.808,-0.362,zone2
1282825,-1.027,2.756,2.143,-2.384,-0.046,1.574,zone2
1283036,-12.048,7.24,20.092,-0.252,0.205,-1.035,zone2
1283250,0.682,0.105,0.263,-0.33,-0.515,-0.669,zone2
1283450,-5.557,9.749,21.373,0.213,0.566,1.354,zone2
1283638,-0.474,-0.012,-0.874,-1.617,0.034,0.718,zone2
1283834,-8.533,6.893,18.27,-0.002,-0.251,-1.351,zone2
1284030,1.046,-0.153,1.539,-0.647,-0.273,-0.111,zone2
1284232,-5.289,7.793,18.526,-0.959,0.797,1.525,zone2
1284426,-1.109,0.496,-1.944,-0.072,0.131,0.484,zone2
1284625,-7.345,4.906,13.171,-1.402,-0.609,-1.435,zone2
1284827,2.229,-0.663,0.725,0.094,-0.088,-0.083,zone2
1285022,-6.057,7.161,17.011,-1.354,0.043,1.664,zone2
1285219,-0.369,-0.728,-0.709,0.674,0.381,0.366,zone2
1285404,-5.753,5.349,15.378,-0.411,-0.524,-1.962,zone2
1285600,2.626,-2.042,-1.678,-1.441,-0.721,-0.84,zone2
1285804,-4.59,5.064,12.816,-1.635,0.046,1.65,zone2
1286000,-0.91,-0.639,-1.293,0.764,0.892,0.629,zone2
1286206,-1.434,2.44,8.042,-0.067,-0.818,-1.1,zone2
1286399,2.629,0.359,-0.637,0.871,0.438,0.334,zone2
1286596,-3.165,4.762,9.201,-1.745,0.529,1.304,zone2
1286799,-2.413,-0.091,-0.675,-0.562,0.834,-0.111,zone2
1286996,-0.781,1.508,7.906,0.329,-0.229,-1.035,zone2
1287199,-7.456,6.788,18.823,3.091,-0.257,-0.917,zone2
1287388,-2.363,1.973,5.042,-1.7,0.195,1.412,zone2
1287585,-7.238,7.365,22.886,-0.432,-0.516,-1.019,zone2
1287772,-1.094,1.398,5.957,0.336,-0.313,-0.89,zone2
1287977,-6.349,10.364,17.856,1.326,-2.065,-0.205,zone2
1288181,1.647,-0.986,0.709,-2.101,0.062,0.707,zone2
1288375,-6.941,6.232,20.087,0.408,0.11,-0.693,zone2
1288575,0.462,0.206,1.484,-0.36,-0.404,-0.492,zone2
1288770,-1.427,5.696,19.312,-1.728,-0.308,0.953,zone2
1288970,-2.933,0.69,-0.895,0.121,0.86,1.259,zone2
1289172,-4.228,0.192,10.345,-0.314,-0.32,-0.845,zone2
1289374,-0.148,-0.29,0.136,1.386,0.696,0.213,zone2
1289575,-1.946,2.923,8.104,-0.984,0.003,0.829,zone2
1289770,-8.401,0.658,15.416,2.226,0.648,-1.115,zone2
1289973,-2.014,-0.508,6.505,0.471,-0.291,-0.901,zone2
1290178,-6.393,7.163,19.862,2.674,-2.358,-0.033,zone2
1290369,-0.352,1.736,2.459,-2.342,-0.348,1.169,zone2
1290570,-7.867,6.146,11.765,1.976,0.058,0.071,zone2
1290772,0.17,-1.235,3.479,-0.55,-0.207,-0.419,zone2
1290968,-7.283,11.854,17.959,1.098,-0.33,1.064,zone2
1291170,-0.278,0.543,1.446,-1.93,-0.16,1.148,zone2
1291369,-13.798,4.266,16.982,4.038,1.041,-0.965,zone2
1291759,-5.978,5.262,15.996,1.061,0.399,1.355,zone2
1291999,-0.39,-0.381,-1.159,-0.796,0.036,0.52,zone2
1292197,-3.977,1.982,13.906,0.006,-0.236,-1.15,zone2
1292397,-0.048,0.436,-0.476,0.526,0.312,-0.076,zone2
1292602,-3.136,2.674,8.808,-1.484,-0.09,1.117,zone2
1292801,-2.483,-2.248,2.552,0.812,0.678,-0.267,zone2
1292989,-1.195,1.729,9.038,0.776,-0.554,-1.26,zone2
1293194,-0.23,0.608,6.871,0.349,0.444,0.145,zone2
1293379,-1.8,2.78,8.449,-1.175,0.166,1.8,zone2
1293563,-2.509,-1.408,1.087,0.767,0.887,-0.154,zone2
1293749,-4.432,1.628,10.91,0.09,-0.637,-1.302,zone2
1293951,2.591,0.132,-1.439,0.54,0.02,0.24,zone2
1294154,-3.129,4.492,9.048,-1.102,0.628,1.415,zone2
1294351,-3.014,-3.105,2.385,-0.017,0.311,-0.462,zone2
1294554,0.543,1.089,5.581,0.11,-0.442,-0.839,zone2
1294760,-3.294,6.802,15.316,0.865,0.354,0.141,zone2
1294957,-0.642,0.086,3.922,-2.322,-0.006,1.194,zone2
1295159,-12.634,5.847,12.107,2.221,0.333,-1.03,zone2
1295356,0.488,0.182,1.748,0.254,-0.437,-0.665,zone2
1295558,-7.226,8.356,19.616,-0.186,-0.403,-0.096,zone2
1295757,-1.834,0.824,-0.836,-0.35,0.618,0.996,zone2
1295959,-9.364,3.905,19.862,-0.059,-0.12,-0.458,zone2
1296156,0.907,-0.922,-0.256,0.542,-0.707,-0.77,zone2
1296358,-1.508,9.208,20.77,-0.486,0.346,1.193,zone2
1296561,-0.587,-0.998,-1.475,0.58,1.018,0.412,zone2
1296757,-5.607,5.66,15.615,0.384,-0.432,-1.234,zone2
1296971,1.889,-0.601,-0.589,0.441,0.231,0.054,zone2
1297171,-2.796,2.672,6.287,-2.273,0.679,1.929,zone2
1297371,-4.829,-4.293,6.218,2.521,-0.22,-1.28,zone2
1297576,-1.034,2.66,7.209,0.522,-0.632,-0.891,zone2
1297769,-5.241,-0.613,13.218,0.572,0.961,0.156,zone2
1297969,-2.018,1.14,4.415,-0.209,0.408,1.431,zone2
1298192,-18.577,10.791,20.842,5.047,0.66,-0.905,zone2
1298396,1.693,-1.468,-1.116,0.537,-0.192,-0.359,zone2
1298596,-5.909,11.708,21.433,-0.353,0.535,1.543,zone2
1298795,-0.273,0.563,-0.922,0.855,0.651,1.212,zone2
1298996,-6.993,10.408,13.084,-0.868,-0.312,-1.239,zone2
1299196,1.769,-0.524,-0.304,0.013,-0.207,-0.3,zone2
1299396,-4.362,6.622,15.651,-2.398,0.199,2.026,zone2
1299599,-1.784,0.089,-1.413,0.818,0.54,0.21,zone2
1299809,-1.76,2.313,8.095,0.877,-0.377,-1.112,zone2
1300009,1.525,0.555,2.222,1.018,0.946,0.695,zone2
1300209,-2.995,3.776,7.7,-1.771,0.363,1.462,zone2
1300403,-8.255,-0.381,9.357,2.31,1.094,-0.975,zone2
1300599,-0.153,0.855,7.094,0.744,-0.444,-1.318,zone2
1300798,-6.711,9.893,14.574,2.09,-1.255,0.494,zone2
1300998,0.069,1.343,1.247,-2.734,-0.103,1.035,zone2
1301196,-16.788,7.187,16.606,0.97,-0.093,-1.033,zone2
1301398,2.073,-1.279,0.781,0.429,-0.275,-0.852,zone2
1301584,-8.997,10.989,16.316,1.571,0.594,0.682,zone2
1301783,1.123,-1.853,-1.176,-1.257,0.229,1.312,zone2
1301974,-11.128,9.969,21.955,-0.325,-0.352,-1.691,zone2
1302173,2.04,-0.273,0.067,0.184,-0.449,-0.423,zone2
1302369,-6.596,8.873,20.581,-1.003,-0.305,1.574,zone2
1302568,-0.151,-0.409,-0.754,0.175,0.58,0.176,zone2
1302755,-7.017,5.677,14.02,-0.254,-0.449,-1.349,zone2
1302959,2.167,-0.002,-0.46,0.344,-0.029,-0.073,zone2
1303158,-2.67,3.68,9.656,-1.677,0.545,1.928,zone2
1303356,-2.2,-1.403,1.331,1.084,0.481,-0.377,zone2
1303558,-0.615,1.702,6.725,-0.014,-0.259,-0.761,zone2
1303763,-7.245,7.671,15.241,3.013,0.392,-0.942,zone2
1303968,-0.299,2.066,1.762,-2.313,0.629,1.652,zone2
1304159,-15.332,12.237,11.14,-2.086,-0.276,-0.99,zone2
1304360,0.711,-0.804,0.912,-0.273,-0.046,-0.959,zone2
1304556,-5.634,13.764,20.698,0.302,-0.429,-0.08,zone2
1304759,-0.436,-1.573,-1.659,-0.71,0.669,1.985,zone2
1304961,-11.861,11.593,21.433,0.113,-0.664,-1.376,zone2
1305163,1.774,-0.577,0.615,-0.016,-0.022,-0.487,zone2
1305358,-5.097,8.95,19.194,-0.808,-0.212,1.581,zone2
1305555,1.736,-3.428,-1.03,0.439,0.521,0.79,zone2
1305756,-3.199,3.189,11.339,0.012,-0.894,-0.976,zone2
1305955,0.778,3.807,-1.46,-0.085,0.723,0.354,zone2
1306158,-3.419,2.33,6.639,-2.807,-0.215,0.942,zone2
1306357,-9.064,-0.869,12.505,3.575,0.241,-1.488,zone2
1306555,0.024,1.336,4.803,0.533,-0.66,-0.971,zone2
1306940,0.079,0.493,2.286,-4.478,-0.215,1.57,zone2
1307199,-11.696,10.278,20.037,0.077,-0.62,-1.03,zone2
1307396,2.71,-0.227,-0.256,-0.56,-0.679,-1.047,zone2
1307601,-4.815,9.974,18.567,-1.127,1.011,1.47,zone2
1307795,0.005,-2.069,-1.573,0.355,0.466,1.461,zone2
1307998,-5.2,7.604,13.144,0.44,-1.253,-1.575,zone2
1308199,1.173,0.68,-1.654,-0.359,0.041,0.173,zone2
1308395,-3.522,5.583,9.957,-1.894,0.804,1.917,zone2
1308596,-3.223,-0.026,2.356,0.62,0.545,-0.358,zone2
1308796,-0.795,1.97,7.13,-0.346,-0.565,-1.171,zone2
1308996,-5.375,5.696,14.734,1.339,-0.752,0.222,zone2
1309195,-0.85,0.737,4.822,-1.966,0.617,1.787,zone2
1309397,-11.305,5.045,13.288,-1.069,-0.625,-0.753,zone2
1309599,1.518,-0.11,2.899,-0.477,-0.536,-0.389,zone2
1309795,-7.769,17.013,20.221,0.448,0.484,0.708,zone2
1309997,-0.177,-0.718,-2.246,-2.141,0.675,1.602,zone2
1310198,-10.702,9.519,18.16,0.846,-0.313,-1.552,zone2
1310398,1.765,-0.462,-0.175,-0.037,-0.624,-0.395,zone2
1310595,-4.626,11.231,20.889,-0.596,0.509,1.287,zone2
1310795,-0.795,-0.704,-1.204,-0.077,0.018,0.604,zone2
1310999,-7.74,5.904,15.397,-0.616,-0.667,-1.568,zone2
1311195,2.849,-0.524,-1.372,-0.467,-0.253,0.202,zone2
1311395,-3.953,4.657,14.054,-1.407,-0.189,1.543,zone2
1311598,-2.631,1.851,0.505,0.596,0.992,0.493,zone2
1311798,-1.089,1.504,8.459,0.423,-0.607,-0.861,zone2
1311996,-0.311,0.52,1.992,0.439,0.861,0.557,zone2
1312198,-2.128,1.638,5.88,1.087,0.328,1.509,zone2
1312398,-8.557,-3.242,10.621,4.684,-0.896,-1.65,zone2
1312603,-1.051,1.417,4.271,0.978,-0.692,-0.58,zone2
1312797,-4.034,9.725,14.454,1.144,-1.405,-0.899,zone2
1312995,-0.725,0.927,3.778,-1.401,0.64,1.461,zone2
1313198,-11.933,6.129,9.845,-2.332,-0.547,-2.098,zone2
1313396,-0.036,0.663,3.184,0.027,-0.696,-1.115,zone2
1313597,-8.217,15.174,19.771,2.294,0.509,-0.131,zone2
1313801,1.106,-1.056,-0.713,0.655,0.752,0.966,zone2
1314008,-11.94,15.313,21.569,-1.374,-0.013,-1.114,zone2
1314209,1.518,-0.362,1.276,-0.225,-0.566,-0.366,zone2
1314409,-3.177,13.712,20.083,-0.409,0.257,1.41,zone2
1314608,0.467,-1.298,-1.374,0.695,0.62,0.936,zone2
1314813,-4.149,6.792,14.193,-0.441,-0.749,-1.017,zone2
1315008,1.908,0.369,-1.283,0.241,0.313,0.371,zone2
1315208,-2.823,5.456,14.497,-2.735,0.312,1.268,zone2
1315408,-0.936,-0.163,-1.659,-0.221,0.514,0.337,zone2
1315611,-2.686,1.312,8.478,1.557,-0.39,-1.74,zone2
1315812,1.511,0.718,-0.488,1.557,0.601,0.446,zone2
1316007,-2.042,4.015,7.654,-2.518,0.407,1.541,zone2
1316197,-2.284,-0.429,0.122,1.005,0.818,-0.005,zone2
1316395,-0.704,1.561,5.509,-1.286,-0.766,-0.935,zone2
1316596,-6.261,3.182,8.054,1.647,0.582,0.839,zone2
1316796,-1.089,2.425,4.999,-1.939,0.086,0.935,zone2
1317005,-11.796,8.969,6.84,-0.695,-1.015,-1.652,zone2
1317200,1.87,-1.633,2.025,-0.973,-0.727,-0.946,zone2
1317395,-5.904,11.681,20.188,-0.574,-0.677,1.377,zone2
1317595,-0.242,0.989,-0.524,-2.252,0.584,1.444,zone2
1317794,-14.363,9.096,22.491,0.749,-0.19,-1.007,zone2
1317996,1.733,-0.989,1.798,-1.009,-0.669,-0.414,zone2
1318305,-1.188,1.875,3.527,-2.276,0.533,1.536,zone2
1318518,-18.385,9.524,5.701,2.543,0.004,-0.879,zone2
1318715,1.413,-0.991,0.941,-0.252,-0.685,-1.378,zone2
1318908,-7.585,13.434,20.3,0.033,-0.68,0.666,zone2
1319105,-0.177,0.536,-0.335,-2.192,-0.028,1.387,zone2
1319298,-16.161,9.658,21.83,3.56,0.491,-1.399,zone2
1319515,-0.524,-1.159,1.628,-0.721,-0.643,-0.889,zone2
1319708,-3.864,13.372,23.027,-0.121,1.275,1.528,zone2
1319899,0.723,-0.728,0.287,-1.497,0.379,0.759,zone2
1320099,-11.399,6.091,20.882,1.138,0.343,-1.176,zone2
1320294,2.248,-1.769,0.484,-0.495,-0.303,-0.539,zone2
1320494,-4.779,9.258,21.021,-0.155,0.193,1.316,zone2
1320694,0.553,-2.787,-1.805,0.79,0.821,0.52,zone2
1320897,-6.658,3.632,13.906,-0.208,-0.869,-1.887,zone2
1321094,2.286,-1.678,-2.571,0.303,0.205,-0.237,zone2
1321296,-5.655,3.84,13.621,-1.951,-0.016,1.596,zone2
1321496,-3.826,1.197,-0.407,1.536,0.053,0.972,zone2
1321694,-0.113,-0.998,6.527,-0.492,-0.136,-1.038,zone2
1322100,-1.202,1.815,4.216,-2.585,0.098,2.199,zone2
1322339,-9.723,6.701,18.086,0.492,-0.085,-1.126,zone2
1322535,1.551,-1.01,0.845,0.313,-0.106,-0.373,zone2
1322734,-5.432,9.177,22.158,-0.741,0.066,1.907,zone2
1322935,-0.108,0.692,1.875,1.756,0.815,0.933,zone2
1323134,-5.32,2.667,19.814,1.827,0.207,-2.612,zone2
1323335,2.775,-1.312,-0.747,-0.185,-0.274,-0.082,zone2
1323535,-3.711,4.032,10.702,-1.487,0.434,1.571,zone2
1323735,-5.397,-0.069,4.202,0.958,0.136,-0.608,zone2
1323935,-0.773,1.882,7.578,0.121,-0.456,-1.329,zone2
1324134,-5.205,4.219,13.259,3.206,0.874,0.22,zone2
1324336,-0.338,1.001,4.329,-2.7,0.188,1.722,zone2
1324536,-15.704,8.753,15.658,2.411,0.244,-0.993,zone2
1324734,0.486,-2.143,0.673,-0.382,-0.527,-0.721,zone2
1324934,-5.114,10.774,19.285,-0.328,0.307,1.249,zone2
1325137,0.627,-1.403,-2.143,-0.422,0.739,1.889,zone2
1325335,-10.886,7.07,20.018,-0.067,-0.472,-1.421,zone2
1325536,2.471,-0.527,0.51,-0.165,-0.567,-0.718,zone2
1325734,-3.505,6.239,18.15,-1.071,0.134,1.6,zone2
1325934,-2.902,0.711,-1.317,0.524,0.637,0.087,zone2
1326134,-2.636,2.832,8.942,0.174,-0.508,-1.295,zone2
1326333,0.328,-1.149,-0.493,-0.235,0.214,0.107,zone2
1326535,-2.239,0.661,6,-1.126,-0.15,1.312,zone2
1326734,-9.091,10.8,22.92,1.01,1.036,-1.697,zone2
1326936,-0.093,0.086,3.915,-0.408,-0.596,-1.245,zone2
1327133,-9.409,10.683,20.784,0.391,0.032,0.857,zone2
1327337,0.385,-0.045,0.493,-1.074,0.353,0.977,zone2
1327533,-8.545,4.963,18.107,0.425,0.377,-1.342,zone2
1327722,1.755,-0.622,1.207,-0.255,-0.217,-1.33,zone2
1327913,-6.148,7.8,23.272,-0.847,-0.21,1.264,zone2
1328123,-0.156,0.196,-1.551,2.188,1.15,0.941,zone2
1328313,-7.757,4.396,17.26,0.473,-0.448,-1.955,zone2
1328508,1.257,0.074,-0.213,-0.049,-0.766,0.008,zone2
1328708,-3.302,5.356,16.968,-2.287,0.182,1.74,zone2
1328910,-2.899,-1.504,1.439,0.625,1.101,-0.271,zone2
1329097,-1.528,1.039,9.206,0.365,-1.099,-1.147,zone2
1329294,-0.256,0.625,4.659,0.05,0.189,0.616,zone2
1329493,-0.524,2.576,7.075,-1.926,0.604,1.513,zone2
1329693,-10.836,6.984,18.955,-0.632,-0.01,-2.336,zone2
1329897,-0.318,1.425,6.27,0.02,-0.106,-1.403,zone2
1330094,-3.749,4.199,13.633,2.837,-1.473,-0.75,zone2
1330294,-0.812,2.646,3.407,-1.369,0.432,0.788,zone2
1330493,-8.315,1.496,14.892,0.754,-0.263,-0.043,zone2
1330694,0.117,0.132,0.062,0.074,-0.212,-0.49,zone2
1330898,-4.937,6.883,21.747,-0.427,0.416,1.828,zone2
1331094,-2.492,1.214,0.62,0.486,1.077,1.189,zone2
1331293,-8.119,0.122,14.918,0.571,-0.013,-1.038,zone2
1331493,4.144,-1.276,-1.207,0.375,-0.34,0.074,zone2
1331705,-4.104,1.889,9.596,-0.919,0.163,0.999,zone2
